name,key,kind,parentKey,country,region,domesticOrIntl,isSystem,isActive,description,latitude,longitude,openingHours,durationMin,bestTime,entryFee,suitabilityTags,googleMapsUrl,iataCode,icaoCode,stationCode,officialName,shortName,sourceUrl
Kumbh Mela Grounds,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/kumbh-mela-grounds,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Large seasonal pilgrimage and festival landscape.,,,,120,,,festival|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Chitrakoot,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district,India,,domestic,true,true,"Ramayana pilgrimage landscape of ghats, hills, caves and forests.",25.2020,80.8970,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Ram Ghat Chitrakoot,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot/ram-ghat-chitrakoot,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,India,,domestic,true,true,Mandakini river ghat and evening aarti site.,,,,90,,,ghat|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Kamadgiri Parikrama,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot/kamadgiri-parikrama,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,India,,domestic,true,true,Sacred hill walking circuit.,,,,180,,,pilgrimage|walking,,,,,,,https://www.uptourism.gov.in/
Gupt Godavari Caves,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot/gupt-godavari-caves,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,India,,domestic,true,true,Cave-temple and underground stream complex.,,,,120,,,cave|temple,,,,,,,https://www.uptourism.gov.in/
Hanuman Dhara,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot/hanuman-dhara,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,India,,domestic,true,true,Hill shrine and spring reached by steps.,,,,120,,,temple|viewpoint,,,,,,,https://www.uptourism.gov.in/
Sati Anusuya Ashram,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot/sati-anusuya-ashram,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,India,,domestic,true,true,Forest ashram beside the Mandakini.,,,,90,,,religious|forest,,,,,,,https://www.uptourism.gov.in/
Janaki Kund,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot/janaki-kund,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,India,,domestic,true,true,Riverbank pilgrimage site.,,,,60,,,river|religious,,,,,,,https://www.uptourism.gov.in/
Bharat Milap Temple,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot/bharat-milap-temple,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,India,,domestic,true,true,Temple on the Kamadgiri circuit.,,,,60,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Jhansi,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district,India,,domestic,true,true,Bundelkhand heritage city associated with Rani Lakshmibai and the 1857 uprising.,25.4484,78.5685,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Jhansi Fort,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi/jhansi-fort,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi,India,,domestic,true,true,Hill fort associated with Rani Lakshmibai.,,,,150,,,fort|history,,,,,,,https://www.uptourism.gov.in/
Rani Mahal,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi/rani-mahal,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi,India,,domestic,true,true,Palace museum with painted interiors.,,,,90,,,palace|museum,,,,,,,https://www.uptourism.gov.in/
Government Museum Jhansi,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi/government-museum-jhansi,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi,India,,domestic,true,true,Museum of Bundelkhand archaeology and history.,,,,120,,,museum|history,,,,,,,https://www.uptourism.gov.in/
St. Jude's Shrine,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi/st-jude-s-shrine,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi,India,,domestic,true,true,Catholic pilgrimage church.,,,,60,,,church|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Barua Sagar Fort,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi/barua-sagar-fort,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi,India,,domestic,true,true,Hill fort overlooking a lake near Jhansi.,,,,120,,,fort|lake,,,,,,,https://www.uptourism.gov.in/
Deogarh,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/deogarh,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district,India,,domestic,true,true,Historic temple and fort destination beside the Betwa.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Dashavatara Temple Deogarh,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/deogarh/dashavatara-temple-deogarh,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/deogarh,India,,domestic,true,true,Early Gupta-period Vishnu temple.,,,,90,,,temple|archaeology,,,,,,,https://www.uptourism.gov.in/
Deogarh Fort,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/deogarh/deogarh-fort,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/deogarh,India,,domestic,true,true,Fortified hill and Jain temple landscape.,,,,120,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Jain Temples Deogarh,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/deogarh/jain-temples-deogarh,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/deogarh,India,,domestic,true,true,Large group of historic Jain temples.,,,,120,,,jain|heritage,,,,,,,https://www.uptourism.gov.in/
Mahoba,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district,India,,domestic,true,true,"Bundelkhand city known for Chandela-era lakes, temples and forts.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Kirat Sagar Lake,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba/kirat-sagar-lake,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba,India,,domestic,true,true,Historic Chandela lake.,,,,90,,,lake|heritage,,,,,,,https://www.uptourism.gov.in/
Madan Sagar,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba/madan-sagar,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba,India,,domestic,true,true,Lake surrounded by archaeological remains.,,,,90,,,lake|history,,,,,,,https://www.uptourism.gov.in/
Gokhar Hill,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba/gokhar-hill,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba,India,,domestic,true,true,Rock and temple landscape.,,,,90,,,hill|heritage,,,,,,,https://www.uptourism.gov.in/
Kalinjar Fort,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba/kalinjar-fort,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba,India,,domestic,true,true,Major hill fort in nearby Banda district.,,,,180,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Banda,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/banda-district/banda,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/banda-district,India,,domestic,true,true,Bundelkhand city and gateway to Kalinjar and Ken River landscapes.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Kalinjar Fort,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/banda-district/banda/kalinjar-fort,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/banda-district/banda,India,,domestic,true,true,"Ancient hill fort with temples, inscriptions and panoramic views.",,,,180,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Bhuragarh Fort,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/banda-district/banda/bhuragarh-fort,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/banda-district/banda,India,,domestic,true,true,Fort ruins near the Ken River.,,,,90,,,fort|ruins,,,,,,,https://www.uptourism.gov.in/
Hamirpur,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/hamirpur-district/hamirpur,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/hamirpur-district,India,,domestic,true,true,Bundelkhand town at the confluence of Betwa and Yamuna.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Betwa-Yamuna Confluence,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/hamirpur-district/hamirpur/betwa-yamuna-confluence,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/hamirpur-district/hamirpur,India,,domestic,true,true,River confluence and ghat landscape.,,,,90,,,river|viewpoint,,,,,,,https://www.uptourism.gov.in/
Kalpi,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jalaun-district/kalpi,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jalaun-district,India,,domestic,true,true,"Historic Yamuna town associated with forts, temples and 1857 history.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Kalpi Fort Ruins,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jalaun-district/kalpi/kalpi-fort-ruins,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jalaun-district/kalpi,India,,domestic,true,true,Historic fort remains on the Yamuna.,,,,90,,,fort|ruins,,,,,,,https://www.uptourism.gov.in/
Vyas Temple Kalpi,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jalaun-district/kalpi/vyas-temple-kalpi,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jalaun-district/kalpi,India,,domestic,true,true,Temple associated with sage Vyasa.,,,,90,,,temple|heritage,,,,,,,https://www.uptourism.gov.in/
Lanka Minar,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jalaun-district/kalpi/lanka-minar,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jalaun-district/kalpi,India,,domestic,true,true,Decorative tower and local landmark.,,,,90,,,architecture|landmark,,,,,,,https://www.uptourism.gov.in/
Meerut,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut,city,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district,India,,domestic,true,true,Historic cantonment city associated with the 1857 uprising.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Augarnath Temple,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut/augarnath-temple,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut,India,,domestic,true,true,Historic temple linked with 1857 soldiers.,,,,90,,,temple|history,,,,,,,https://www.uptourism.gov.in/
Shahid Smarak Meerut,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut/shahid-smarak-meerut,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut,India,,domestic,true,true,Martyrs memorial and museum.,,,,90,,,memorial|museum,,,,,,,https://www.uptourism.gov.in/
St. John's Church Meerut,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut/st-john-s-church-meerut,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut,India,,domestic,true,true,Historic cantonment church.,,,,90,,,church|heritage,,,,,,,https://www.uptourism.gov.in/
Gandhi Bagh,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut/gandhi-bagh,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut,India,,domestic,true,true,Cantonment garden and recreation area.,,,,90,,,garden|walking,,,,,,,https://www.uptourism.gov.in/
Hastinapur Wildlife Sanctuary Gateway,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut/hastinapur-wildlife-sanctuary-gateway,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut,India,,domestic,true,true,Access landscape for wetlands and wildlife.,,,,90,,,wildlife|nature,,,,,,,https://www.uptourism.gov.in/
Hastinapur,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur,city,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district,India,,domestic,true,true,Ancient pilgrimage town associated with the Mahabharata and Jain traditions.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Jambudweep Jain Temple,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur/jambudweep-jain-temple,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur,India,,domestic,true,true,Large Jain cosmological and pilgrimage complex.,,,,120,,,jain|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Kailash Parvat Rachna,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur/kailash-parvat-rachna,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur,India,,domestic,true,true,Jain temple complex representing Mount Kailash.,,,,90,,,jain|architecture,,,,,,,https://www.uptourism.gov.in/
Pandeshwar Temple,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur/pandeshwar-temple,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur,India,,domestic,true,true,Ancient Shiva temple linked to Pandava traditions.,,,,60,,,temple|mythology,,,,,,,https://www.uptourism.gov.in/
Hastinapur Wildlife Sanctuary,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur/hastinapur-wildlife-sanctuary,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/hastinapur,India,,domestic,true,true,Ganga wetland and grassland sanctuary.,,,,240,,,wildlife|wetland,,,,,,,https://www.uptourism.gov.in/
Noida,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida,city,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district,India,,domestic,true,true,"Modern city with parks, museums, wetlands and entertainment destinations.",28.5355,77.3910,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Okhla Bird Sanctuary,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida/okhla-bird-sanctuary,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida,India,,domestic,true,true,Yamuna wetland and bird sanctuary.,,,,180,,,birdwatching|wetland,,,,,,,https://www.uptourism.gov.in/
Rashtriya Dalit Prerna Sthal,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida/rashtriya-dalit-prerna-sthal,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida,India,,domestic,true,true,Large memorial and public park.,,,,120,,,memorial|architecture,,,,,,,https://www.uptourism.gov.in/
Botanic Garden of Indian Republic,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida/botanic-garden-of-indian-republic,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida,India,,domestic,true,true,Botanical research and public garden.,,,,120,,,garden|nature,,,,,,,https://www.uptourism.gov.in/
Worlds of Wonder,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida/worlds-of-wonder,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida,India,,domestic,true,true,Amusement and water park.,,,,240,,,amusement|family,,,,,,,https://www.uptourism.gov.in/
Greater Noida,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/greater-noida,city,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district,India,,domestic,true,true,"Planned city known for expos, motorsport and wetlands.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
India Expo Centre and Mart,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/greater-noida/india-expo-centre-and-mart,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/greater-noida,India,,domestic,true,true,Large exhibition and convention complex.,,,,90,,,convention|architecture,,,,,,,https://www.uptourism.gov.in/
Buddh International Circuit,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/greater-noida/buddh-international-circuit,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/greater-noida,India,,domestic,true,true,International motorsport circuit.,,,,90,,,sports|motorsport,,,,,,,https://www.uptourism.gov.in/
Surajpur Wetland,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/greater-noida/surajpur-wetland,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/greater-noida,India,,domestic,true,true,Urban wetland known for birdlife.,,,,90,,,wetland|birdwatching,,,,,,,https://www.uptourism.gov.in/
Ghaziabad,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad,city,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district,India,,domestic,true,true,"Major NCR city with temples, parks and nearby wetlands.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
City Forest Ghaziabad,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad/city-forest-ghaziabad,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad,India,,domestic,true,true,Urban forest and recreation zone.,,,,90,,,forest|family,,,,,,,https://www.uptourism.gov.in/
Hindon River Eco Park,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad/hindon-river-eco-park,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad,India,,domestic,true,true,Riverfront recreation area.,,,,90,,,riverfront|park,,,,,,,https://www.uptourism.gov.in/
Dudheshwar Nath Temple,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad/dudheshwar-nath-temple,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad,India,,domestic,true,true,Historic Shiva temple.,,,,90,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Muradnagar,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/muradnagar,city,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district,India,,domestic,true,true,Canal town known for Chhota Haridwar.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Chhota Haridwar Ghat,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/muradnagar/chhota-haridwar-ghat,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/muradnagar,India,,domestic,true,true,Pilgrimage and bathing ghat on the Upper Ganga Canal.,,,,90,,,ghat|religious,,,,,,,https://www.uptourism.gov.in/
Saharanpur,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur,city,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district,India,,domestic,true,true,Western Uttar Pradesh city known for wood carving and botanical heritage.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Company Garden Saharanpur,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur/company-garden-saharanpur,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur,India,,domestic,true,true,Historic botanical garden.,,,,90,,,garden|heritage,,,,,,,https://www.uptourism.gov.in/
Saharanpur Wood Carving Market,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur/saharanpur-wood-carving-market,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur,India,,domestic,true,true,Traditional carved-wood workshops and markets.,,,,90,,,craft|shopping,,,,,,,https://www.uptourism.gov.in/
Shakumbhari Devi Temple,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur/shakumbhari-devi-temple,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur,India,,domestic,true,true,Major Shakti pilgrimage temple in the Shivalik foothills.,,,,120,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Deoband,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/deoband,city,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district,India,,domestic,true,true,Historic centre of Islamic scholarship.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Darul Uloom Deoband,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/deoband/darul-uloom-deoband,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/deoband,India,,domestic,true,true,Prominent Islamic seminary and historic institution.,,,,90,,,education|religious,,,,,,,https://www.uptourism.gov.in/
Muzaffarnagar,india/north-india/uttar-pradesh/western-uttar-pradesh/muzaffarnagar-district/muzaffarnagar,city,india/north-india/uttar-pradesh/western-uttar-pradesh/muzaffarnagar-district,India,,domestic,true,true,"Western UP city and gateway to canal, pilgrimage and agricultural landscapes.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Shukratal,india/north-india/uttar-pradesh/western-uttar-pradesh/muzaffarnagar-district/muzaffarnagar/shukratal,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/muzaffarnagar-district/muzaffarnagar,India,,domestic,true,true,Ganga-side pilgrimage town associated with Shukadeva.,,,,120,,,religious|river,,,,,,,https://www.uptourism.gov.in/
Ganeshdham Shukratal,india/north-india/uttar-pradesh/western-uttar-pradesh/muzaffarnagar-district/muzaffarnagar/ganeshdham-shukratal,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/muzaffarnagar-district/muzaffarnagar,India,,domestic,true,true,Large temple and pilgrimage complex.,,,,75,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Bijnor,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/bijnor,city,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district,India,,domestic,true,true,"Ganga district city near forests, barrages and pilgrimage sites.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Vidur Kuti,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/bijnor/vidur-kuti,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/bijnor,India,,domestic,true,true,Pilgrimage site associated with Vidura of the Mahabharata.,,,,75,,,religious|mythology,,,,,,,https://www.uptourism.gov.in/
Ganga Barrage Bijnor,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/bijnor/ganga-barrage-bijnor,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/bijnor,India,,domestic,true,true,"Barrage, wetland and birding landscape.",,,,90,,,river|birdwatching,,,,,,,https://www.uptourism.gov.in/
Najibabad,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/najibabad,city,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district,India,,domestic,true,true,Historic Rohilla town with forts and gateways.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Pathargarh Fort,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/najibabad/pathargarh-fort,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/najibabad,India,,domestic,true,true,Rohilla-era fort ruins.,,,,90,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Sultana Daku Fort,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/najibabad/sultana-daku-fort,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/najibabad,India,,domestic,true,true,Local fort and folklore landmark.,,,,90,,,fort|folklore,,,,,,,https://www.uptourism.gov.in/
Bulandshahr,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district/bulandshahr,city,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district,India,,domestic,true,true,Western Uttar Pradesh district city and gateway to pilgrimage and wetlands.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Anupshahr,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district/anupshahr,city,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district,India,,domestic,true,true,Ganga-side pilgrimage and education town.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Anupshahr Ganga Ghats,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district/anupshahr/anupshahr-ganga-ghats,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district/anupshahr,India,,domestic,true,true,Riverfront ghats and pilgrimage landscape.,,,,90,,,ghat|river,,,,,,,https://www.uptourism.gov.in/
Khurja,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district/khurja,city,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district,India,,domestic,true,true,Craft city renowned for glazed pottery.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Khurja Pottery Cluster,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district/khurja/khurja-pottery-cluster,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/bulandshahr-district/khurja,India,,domestic,true,true,"Ceramic workshops, factories and markets.",,,,150,,,craft|pottery,,,,,,,https://www.uptourism.gov.in/
Moradabad,india/north-india/uttar-pradesh/western-uttar-pradesh/moradabad-district/moradabad,city,india/north-india/uttar-pradesh/western-uttar-pradesh/moradabad-district,India,,domestic,true,true,Industrial heritage city known for brassware.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Moradabad Brassware Market,india/north-india/uttar-pradesh/western-uttar-pradesh/moradabad-district/moradabad/moradabad-brassware-market,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/moradabad-district/moradabad,India,,domestic,true,true,Traditional metalcraft markets and workshops.,,,,150,,,craft|shopping,,,,,,,https://www.uptourism.gov.in/
Raza Library Rampur Gateway,india/north-india/uttar-pradesh/western-uttar-pradesh/moradabad-district/moradabad/raza-library-rampur-gateway,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/moradabad-district/moradabad,India,,domestic,true,true,Travel gateway toward Rampur's manuscript heritage.,,,,45,,,road_trip|culture,,,,,,,https://www.uptourism.gov.in/
Rampur,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur,city,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district,India,,domestic,true,true,"Former princely-state city known for manuscripts, architecture and cuisine.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
